group_id	items_in_group	lo_value	p	FDR	goodsgrna
PRPSAP1	8	7.4695e-04	4.9080e-03	0.204553	6
BLOC1S4	7	7.4936e-04	4.9214e-03	0.204553	7
ZNF606	9	7.5062e-04	4.9256e-03	0.204553	8
POPDC3	11	7.5091e-04	4.9266e-03	0.204553	10
PPAT	5	7.5299e-04	4.9355e-03	0.204553	5
STK25	10	7.5491e-04	4.9453e-03	0.204553	9
CFC1B	11	7.5703e-04	4.9583e-03	0.204553	9
TMEM209	6	7.5717e-04	4.9593e-03	0.204553	5
SPIC	9	7.5722e-04	4.9596e-03	0.204553	7
PSMD12	8	7.5819e-04	4.9687e-03	0.204553	8
HSD17B10	8	7.6101e-04	4.9858e-03	0.204553	8
RPL7	10	7.6133e-04	4.9868e-03	0.204553	10
RANBP10	10	7.6286e-04	4.9941e-03	0.204553	9
SCYL1	7	7.6292e-04	4.9941e-03	0.204553	7
C1orf234	8	7.6933e-04	5.0304e-03	0.205329	3
ZMAT2	7	7.7030e-04	5.0345e-03	0.205329	7
SRRM1	9	7.7401e-04	5.0574e-03	0.205783	9
LURAP1	10	7.7553e-04	5.0672e-03	0.205783	5
XKR8	6	7.8252e-04	5.1025e-03	0.206775	6
XPO5	7	7.9313e-04	5.1694e-03	0.209043	7
FGFR2	8	7.9590e-04	5.1865e-03	0.209263	8
ZNF92	5	7.9943e-04	5.2114e-03	0.209263	5
APEX2	9	8.0191e-04	5.2327e-03	0.209263	9
BFSP1	7	8.0448e-04	5.2524e-03	0.209263	7
MRPS10	7	8.0646e-04	5.2591e-03	0.209263	7
SLC7A5	4	8.0718e-04	5.2607e-03	0.209263	3
THUMPD1	8	8.0893e-04	5.2674e-03	0.209263	7
CDC37L1	9	8.0964e-04	5.2721e-03	0.209263	6
SNRK	9	8.1321e-04	5.2929e-03	0.209263	8
ZDHHC5	10	8.1351e-04	5.2939e-03	0.209263	8
CLTCL1	7	8.1400e-04	5.2955e-03	0.209263	7
GCC1	10	8.1772e-04	5.3100e-03	0.209404	5
DEFB115	10	8.2361e-04	5.3468e-03	0.209838	7
INSC	11	8.2454e-04	5.3541e-03	0.209838	8
CD1C	9	8.2586e-04	5.3611e-03	0.209838	6
EPHB2	7	8.2664e-04	5.3650e-03	0.209838	7
NUCB1	10	8.3631e-04	5.4262e-03	0.211056	7
SMPD4	9	8.3632e-04	5.4262e-03	0.211056	9
HSPA2	9	8.3698e-04	5.4293e-03	0.211056	5
ZFP2	8	8.3930e-04	5.4448e-03	0.211231	7
TRIM46	7	8.4086e-04	5.4563e-03	0.211245	6
ZDHHC24	7	8.5034e-04	5.5133e-03	0.211867	7
OR4C11	10	8.5080e-04	5.5154e-03	0.211867	9
IFT172	10	8.5112e-04	5.5185e-03	0.211867	5
RBM44	7	8.5231e-04	5.5258e-03	0.211867	7
PGS1	10	8.5250e-04	5.5278e-03	0.211867	9
NDUFS3	9	8.5489e-04	5.5465e-03	0.212157	8
TOP3B	6	8.6270e-04	5.5932e-03	0.213175	6
TFDP1	8	8.6435e-04	5.6036e-03	0.213175	8
E2F3	8	8.6783e-04	5.6238e-03	0.213175	8
NOL7	3	8.6864e-04	5.6295e-03	0.213175	3
NRD1	10	8.6880e-04	5.6300e-03	0.213175	9
PFKFB4	6	8.7187e-04	5.6487e-03	0.213175	4
ADSL	10	8.7233e-04	5.6513e-03	0.213175	9
HAUS8	7	8.7540e-04	5.6746e-03	0.213232	7
CHUK	8	8.7556e-04	5.6752e-03	0.213232	6
RIN3	8	8.8244e-04	5.7151e-03	0.214311	8
SERTAD4	10	8.8444e-04	5.7348e-03	0.214628	8
CYP4B1	8	8.8614e-04	5.7493e-03	0.214751	8
RNF185	6	8.9050e-04	5.7670e-03	0.214989	6
EIF3L	10	8.9912e-04	5.8142e-03	0.215443	7
DLK1	7	9.0464e-04	5.8422e-03	0.215443	6
R3HDML	6	9.0633e-04	5.8546e-03	0.215443	6
TFAP2E	9	9.0665e-04	5.8552e-03	0.215443	7
WDR90	6	9.1606e-04	5.9091e-03	0.215443	3
CDS2	10	9.1759e-04	5.9190e-03	0.215443	6
IMMT	7	9.2366e-04	5.9465e-03	0.215443	7
DDX49	7	9.2366e-04	5.9465e-03	0.215443	7
ELMO3	5	9.2699e-04	5.9714e-03	0.215443	4
XYLT1	8	9.2968e-04	5.9854e-03	0.215443	8
MRPL50	9	9.3458e-04	6.0170e-03	0.215443	9
MYL10	8	9.3473e-04	6.0186e-03	0.215443	7
ZNF302	9	9.3586e-04	6.0227e-03	0.215443	8
RPS3A	8	9.3631e-04	6.0253e-03	0.215443	8
MST1	7	9.3876e-04	6.0398e-03	0.215443	5
SESN2	7	9.4176e-04	6.0559e-03	0.215443	6
PGLS	8	9.4269e-04	6.0621e-03	0.215443	6
UROD	9	9.4339e-04	6.0637e-03	0.215443	7
B4GALT7	7	9.4377e-04	6.0663e-03	0.215443	7
CYP19A1	9	9.4454e-04	6.0699e-03	0.215443	9
ISG15	9	9.4541e-04	6.0761e-03	0.215443	7
PDCL3	11	9.4545e-04	6.0761e-03	0.215443	5
POM121L12	10	9.4632e-04	6.0772e-03	0.215443	6
DAAM2	8	9.4655e-04	6.0777e-03	0.215443	8
SCAI	10	9.4744e-04	6.0824e-03	0.215443	5
RPL6	6	9.4762e-04	6.0834e-03	0.215443	6
MTX2	7	9.4778e-04	6.0839e-03	0.215443	7
DCTN6	10	9.5295e-04	6.1156e-03	0.216162	9
UBE2Q1	7	9.5759e-04	6.1420e-03	0.216696	5
ANO2	8	9.5959e-04	6.1555e-03	0.216771	8
HECTD1	11	9.7026e-04	6.2209e-03	0.218223	9
DUSP2	7	9.7049e-04	6.2219e-03	0.218223	7
CEP41	8	9.7284e-04	6.2344e-03	0.218223	8
MREG	10	9.7730e-04	6.2580e-03	0.218223	9
MAP1S	6	9.7740e-04	6.2582e-03	0.218223	3
PTGS1	8	9.8019e-04	6.2790e-03	0.218223	5
PPP1R10	8	9.8162e-04	6.2841e-03	0.218223	7
AGAP6	11	9.8323e-04	6.2935e-03	0.218223	9
LARS	9	9.8470e-04	6.3028e-03	0.218223	8
HAUS4	11	9.9008e-04	6.3355e-03	0.218223	10
GSDMC	11	9.9011e-04	6.3355e-03	0.218223	5
RPL23A	8	9.9110e-04	6.3412e-03	0.218223	8
FBF1	8	9.9189e-04	6.3454e-03	0.218223	8
ARF4	9	1.0035e-03	6.4278e-03	0.220662	7
CENPQ	6	1.0080e-03	6.4595e-03	0.221350	3
FBP2	8	1.0164e-03	6.5171e-03	0.222544	7
HR	12	1.0175e-03	6.5238e-03	0.222544	4
CLTC	10	1.0206e-03	6.5425e-03	0.222544	8
MRPS6	12	1.0216e-03	6.5451e-03	0.222544	10
CCDC86	9	1.0234e-03	6.5549e-03	0.222544	9
NVL	5	1.0249e-03	6.5643e-03	0.222544	5
VPS4A	7	1.0280e-03	6.5798e-03	0.222676	7
PSMD4	5	1.0346e-03	6.6151e-03	0.223201	5
TMOD4	12	1.0355e-03	6.6187e-03	0.223201	10
EEF2	8	1.0411e-03	6.6514e-03	0.223513	8
PLK1	8	1.0411e-03	6.6514e-03	0.223513	8
FLYWCH2	6	1.0459e-03	6.6815e-03	0.223768	6
TLCD2	11	1.0504e-03	6.7085e-03	0.223768	9
LGALS3	12	1.0514e-03	6.7168e-03	0.223768	6
EIF3F	6	1.0526e-03	6.7230e-03	0.223768	6
TBC1D15	8	1.0549e-03	6.7401e-03	0.223768	8
ADRM1	6	1.0581e-03	6.7593e-03	0.223768	6
SHROOM1	8	1.0585e-03	6.7603e-03	0.223768	7
POLR2I	7	1.0591e-03	6.7640e-03	0.223768	7
ZC3H8	7	1.0592e-03	6.7645e-03	0.223768	7
HEBP2	8	1.0670e-03	6.8101e-03	0.224888	3
WBP4	9	1.0731e-03	6.8449e-03	0.225290	8
KRT15	8	1.0749e-03	6.8579e-03	0.225290	6
ZIC1	8	1.0786e-03	6.8739e-03	0.225290	8
H3F3B	8	1.0802e-03	6.8838e-03	0.225290	8
ORC2	10	1.0819e-03	6.8921e-03	0.225290	7
LHX4	6	1.0824e-03	6.8931e-03	0.225290	6
AP1M2	7	1.0860e-03	6.9144e-03	0.225599	7
CWF19L2	11	1.0974e-03	6.9787e-03	0.226807	8
MRPL49	12	1.0974e-03	6.9787e-03	0.226807	11
HIST2H2BE	9	1.1003e-03	6.9917e-03	0.226807	7
CDC42	5	1.1015e-03	6.9990e-03	0.226807	5
MCL1	7	1.1078e-03	7.0348e-03	0.227580	7
SYNGR2	8	1.1180e-03	7.0903e-03	0.228649	8
ZNF675	8	1.1186e-03	7.0960e-03	0.228649	8
OR4N2	10	1.1200e-03	7.1037e-03	0.228649	9
RPL17	7	1.1278e-03	7.1546e-03	0.229173	7
DNAJC5G	9	1.1312e-03	7.1733e-03	0.229173	8
NME6	9	1.1343e-03	7.1919e-03	0.229173	4
RPE	7	1.1351e-03	7.1956e-03	0.229173	7
PHF5A	7	1.1353e-03	7.1961e-03	0.229173	5
SLC25A42	4	1.1378e-03	7.2132e-03	0.229173	4
KIAA2013	8	1.1379e-03	7.2132e-03	0.229173	6
PTPMT1	8	1.1395e-03	7.2236e-03	0.229173	7
NAT2	9	1.1445e-03	7.2490e-03	0.229173	3
C19orf25	7	1.1449e-03	7.2521e-03	0.229173	4
GTF2F2	9	1.1450e-03	7.2521e-03	0.229173	9
PSMD3	6	1.1622e-03	7.3533e-03	0.231619	5
PPP4R3B	8	1.1624e-03	7.3538e-03	0.231619	8
EP300	11	1.1673e-03	7.3776e-03	0.231721	8
TLE3	9	1.1678e-03	7.3813e-03	0.231721	9
SF3B3	8	1.1917e-03	7.5255e-03	0.235860	5
RBX1	8	1.2122e-03	7.6380e-03	0.238995	8
MARVELD3	8	1.2154e-03	7.6614e-03	0.239333	8
ARGFX	11	1.2274e-03	7.7247e-03	0.240894	10
PLAA	8	1.2294e-03	7.7366e-03	0.240894	8
C1orf177	9	1.2351e-03	7.7713e-03	0.241583	9
IPPK	7	1.2426e-03	7.8165e-03	0.241961	7
TAF9B	8	1.2427e-03	7.8165e-03	0.241961	6
LGALS1	9	1.2456e-03	7.8351e-03	0.241961	7
ZNF273	5	1.2482e-03	7.8502e-03	0.241961	5
CYYR1	10	1.2503e-03	7.8606e-03	0.241961	6
SOCS3	8	1.2553e-03	7.8834e-03	0.241961	8
PSMC1	10	1.2560e-03	7.8844e-03	0.241961	7
C7orf26	9	1.2561e-03	7.8849e-03	0.241961	7
HNRNPL	10	1.2611e-03	7.9187e-03	0.242249	7
DDX25	4	1.2613e-03	7.9197e-03	0.242249	4
MMS22L	6	1.2656e-03	7.9425e-03	0.242558	6
ATRIP	8	1.2702e-03	7.9783e-03	0.243043	7
CGB1	8	1.2742e-03	7.9991e-03	0.243043	7
PGBD4	8	1.2841e-03	8.0566e-03	0.243043	8
HOMEZ	8	1.2841e-03	8.0566e-03	0.243043	8
B3GNTL1	5	1.2875e-03	8.0748e-03	0.243043	5
OR2M3	8	1.2928e-03	8.1054e-03	0.243043	8
SVIP	7	1.2962e-03	8.1246e-03	0.243043	7
MRPL16	7	1.2967e-03	8.1272e-03	0.243043	7
KIAA0101	9	1.2971e-03	8.1288e-03	0.243043	9
JMJD6	9	1.3068e-03	8.1775e-03	0.243043	8
MRPL24	8	1.3086e-03	8.1868e-03	0.243043	8
EPHB3	9	1.3093e-03	8.1889e-03	0.243043	7
TTC7B	2	1.3095e-03	8.1889e-03	0.243043	2
C2CD4B	6	1.3102e-03	8.1941e-03	0.243043	6
POU5F1	9	1.3118e-03	8.2055e-03	0.243043	9
NEDD1	9	1.3146e-03	8.2190e-03	0.243043	8
TRPC1	8	1.3150e-03	8.2206e-03	0.243043	5
PARS2	7	1.3153e-03	8.2237e-03	0.243043	7
TARBP2	8	1.3166e-03	8.2330e-03	0.243043	8
UQCRC2	9	1.3199e-03	8.2571e-03	0.243043	4
ADAM15	10	1.3200e-03	8.2584e-03	0.243043	8
PDIA2	8	1.3203e-03	8.2605e-03	0.243043	8
MED26	6	1.3216e-03	8.2683e-03	0.243043	6
OR12D3	10	1.3237e-03	8.2813e-03	0.243043	5
MDC1	11	1.3281e-03	8.2999e-03	0.243043	7
TRAF5	8	1.3310e-03	8.3176e-03	0.243043	8
TBCE	7	1.3317e-03	8.3222e-03	0.243043	5
POLE	7	1.3327e-03	8.3264e-03	0.243043	7
DNTTIP2	9	1.3333e-03	8.3285e-03	0.243043	9
PRICKLE4	10	1.3365e-03	8.3404e-03	0.243043	5
MOCS3	8	1.3465e-03	8.3943e-03	0.244242	6
TP53RK	7	1.3549e-03	8.4426e-03	0.244667	7
HLA-DPA1	10	1.3569e-03	8.4540e-03	0.244667	9
SNRPF	8	1.3584e-03	8.4602e-03	0.244667	8
IRF2	6	1.3584e-03	8.4602e-03	0.244667	6
APOC2	8	1.3664e-03	8.5043e-03	0.245570	8
POLR2K	9	1.3693e-03	8.5256e-03	0.245812	7
TMBIM6	6	1.3730e-03	8.5510e-03	0.246173	6
UCP1	8	1.3798e-03	8.5920e-03	0.246702	5
GNAQ	8	1.3811e-03	8.5977e-03	0.246702	8
DNAJA1	12	1.3850e-03	8.6215e-03	0.246702	10
AURKA	7	1.3865e-03	8.6324e-03	0.246702	7
IRS2	8	1.3867e-03	8.6340e-03	0.246702	6
HMGCL	9	1.3895e-03	8.6490e-03	0.246763	8
FHOD1	4	1.3957e-03	8.6843e-03	0.246768	4
GTF3C3	10	1.4001e-03	8.7102e-03	0.246768	7
MRGPRX1	9	1.4002e-03	8.7108e-03	0.246768	7
DCTN3	8	1.4006e-03	8.7134e-03	0.246768	8
KCNK12	7	1.4007e-03	8.7139e-03	0.246768	7
RPS26	10	1.4040e-03	8.7336e-03	0.246960	8
DEXI	6	1.4062e-03	8.7471e-03	0.246976	6
ATP5F1	8	1.4121e-03	8.7844e-03	0.247448	8
PYGB	9	1.4179e-03	8.8150e-03	0.247448	8
ZCCHC10	9	1.4198e-03	8.8254e-03	0.247448	9
GTF2F1	9	1.4235e-03	8.8384e-03	0.247448	6
GPR88	7	1.4264e-03	8.8519e-03	0.247448	7
MRPL32	8	1.4314e-03	8.8851e-03	0.247448	8
RPP21	8	1.4314e-03	8.8851e-03	0.247448	8
ADCK4	9	1.4324e-03	8.8908e-03	0.247448	9
NAPRT	7	1.4383e-03	8.9266e-03	0.247448	7
INTS10	12	1.4389e-03	8.9297e-03	0.247448	10
RPL23	6	1.4439e-03	8.9530e-03	0.247448	6
CAMLG	8	1.4446e-03	8.9546e-03	0.247448	8
OGFR	8	1.4448e-03	8.9556e-03	0.247448	6
SLC2A10	9	1.4463e-03	8.9629e-03	0.247448	7
POLR2G	9	1.4493e-03	8.9857e-03	0.247448	8
ARFRP1	8	1.4513e-03	8.9987e-03	0.247448	7
TRMT61B	10	1.4514e-03	8.9987e-03	0.247448	8
MTMR11	10	1.4558e-03	9.0233e-03	0.247448	8
SCD	8	1.4638e-03	9.0656e-03	0.247448	7
CACNB3	9	1.4642e-03	9.0687e-03	0.247448	9
OTUD6B	8	1.4645e-03	9.0692e-03	0.247448	6
RAB9B	9	1.4654e-03	9.0760e-03	0.247448	8
ZBTB17	10	1.4686e-03	9.0926e-03	0.247448	8
GEMIN7	10	1.4688e-03	9.0936e-03	0.247448	9
CNPPD1	6	1.4702e-03	9.1019e-03	0.247448	6
SARM1	10	1.4713e-03	9.1086e-03	0.247448	8
LRRC47	7	1.4776e-03	9.1460e-03	0.247448	5
IMP4	7	1.4789e-03	9.1506e-03	0.247448	7
NR2C2AP	8	1.4792e-03	9.1522e-03	0.247448	4
EGFR	9	1.4792e-03	9.1527e-03	0.247448	8
SCAMP4	7	1.4825e-03	9.1724e-03	0.247630	4
TNFRSF12A	12	1.4878e-03	9.2056e-03	0.248021	10
KTI12	7	1.4898e-03	9.2129e-03	0.248021	6
MRPL43	8	1.4998e-03	9.2725e-03	0.249189	6
MED9	10	1.5008e-03	9.2824e-03	0.249189	8
KRTAP5-9	5	1.5056e-03	9.3078e-03	0.249404	5
SYT9	9	1.5076e-03	9.3213e-03	0.249404	9
GID8	8	1.5094e-03	9.3296e-03	0.249404	8
TLDC1	7	1.5174e-03	9.3706e-03	0.249766	7
SP8	10	1.5195e-03	9.3862e-03	0.249766	5
EXOSC1	10	1.5201e-03	9.3893e-03	0.249766	8
MEOX2	9	1.5216e-03	9.3955e-03	0.249766	9
PARP14	9	1.5295e-03	9.4417e-03	0.250267	6
PPIL4	10	1.5297e-03	9.4427e-03	0.250267	9
C5orf42	9	1.5328e-03	9.4666e-03	0.250267	7
EVX2	7	1.5331e-03	9.4671e-03	0.250267	6
TP73	8	1.5371e-03	9.4889e-03	0.250267	7
TARDBP	9	1.5379e-03	9.4930e-03	0.250267	8
DKC1	8	1.5610e-03	9.6196e-03	0.252590	8
ZNF615	9	1.5627e-03	9.6279e-03	0.252590	9
PDCD11	10	1.5667e-03	9.6512e-03	0.252590	8
UPP1	8	1.5675e-03	9.6549e-03	0.252590	8
ADGRL1	7	1.5693e-03	9.6663e-03	0.252590	6
C21orf33	7	1.5714e-03	9.6751e-03	0.252590	7
NUP85	10	1.5719e-03	9.6777e-03	0.252590	8
MYCBP	8	1.5734e-03	9.6870e-03	0.252590	7
NCF4	8	1.5833e-03	9.7404e-03	0.253373	7
FAM180B	8	1.5899e-03	9.7710e-03	0.253373	8
CEMP1	7	1.5913e-03	9.7806e-03	0.253373	5
HSPB6	11	1.5922e-03	9.7876e-03	0.253373	10
MVD	7	1.5928e-03	9.7918e-03	0.253373	6
DEPDC4	4	1.5964e-03	9.8084e-03	0.253373	4
WAPL	11	1.5968e-03	9.8100e-03	0.253373	10
ZNF14	10	1.6075e-03	9.8639e-03	0.254417	7
WDHD1	4	1.6120e-03	9.8847e-03	0.254417	4
SOHLH1	10	1.6132e-03	9.8904e-03	0.254417	9
DNASE2	7	1.6280e-03	9.9780e-03	0.256048	5
CAB39	6	1.6286e-03	9.9806e-03	0.256048	6
CHD8	11	1.6349e-03	1.0013e-02	0.256529	8
GPR173	10	1.6419e-03	1.0047e-02	0.256919	5
ERBB3	9	1.6479e-03	1.0078e-02	0.256919	7
TIMM13	6	1.6491e-03	1.0087e-02	0.256919	6
TMEM140	9	1.6503e-03	1.0092e-02	0.256919	8
ACAP1	11	1.6509e-03	1.0097e-02	0.256919	9
XCR1	8	1.6548e-03	1.0115e-02	0.256919	6
CCDC85B	11	1.6564e-03	1.0122e-02	0.256919	8
RTP5	10	1.6619e-03	1.0151e-02	0.257104	6
SLC52A2	8	1.6626e-03	1.0156e-02	0.257104	8
C1orf87	9	1.6688e-03	1.0190e-02	0.257616	7
PEAR1	9	1.6762e-03	1.0229e-02	0.257916	8
DPCR1	7	1.6762e-03	1.0229e-02	0.257916	7
ZNF454	10	1.6830e-03	1.0262e-02	0.258412	8
CCDC94	9	1.6859e-03	1.0277e-02	0.258450	7
FANCA	7	1.6969e-03	1.0343e-02	0.259501	7
PCED1B	6	1.6974e-03	1.0346e-02	0.259501	6
RAB1B	10	1.7047e-03	1.0389e-02	0.260239	6
CELF3	7	1.7098e-03	1.0414e-02	0.260521	6
CXorf57	9	1.7256e-03	1.0497e-02	0.261607	7
POLA1	8	1.7259e-03	1.0499e-02	0.261607	8
PTAR1	10	1.7260e-03	1.0499e-02	0.261607	7
PRR35	10	1.7302e-03	1.0523e-02	0.261860	6
CAD	12	1.7329e-03	1.0543e-02	0.261863	10
HIBADH	7	1.7362e-03	1.0564e-02	0.261863	7
ANXA13	10	1.7381e-03	1.0572e-02	0.261863	7
ELOVL2	9	1.7391e-03	1.0578e-02	0.261863	4
TCTE1	11	1.7437e-03	1.0605e-02	0.262203	10
NSRP1	11	1.7499e-03	1.0640e-02	0.262735	8
OR2T3	9	1.7550e-03	1.0665e-02	0.263009	5
MEPCE	11	1.7648e-03	1.0716e-02	0.263909	10
CASC3	6	1.7746e-03	1.0778e-02	0.265100	6
FBXW8	5	1.7799e-03	1.0809e-02	0.265524	5
AMN	8	1.7962e-03	1.0887e-02	0.267091	8
ANKS4B	11	1.8063e-03	1.0950e-02	0.267599	8
DNAH11	8	1.8072e-03	1.0956e-02	0.267599	4
RAD21L1	11	1.8076e-03	1.0957e-02	0.267599	10
MANBAL	7	1.8089e-03	1.0964e-02	0.267599	7
OR51E2	10	1.8137e-03	1.0993e-02	0.267712	9
METTL22	7	1.8144e-03	1.0996e-02	0.267712	7
GPX1	10	1.8183e-03	1.1012e-02	0.267749	8
UGT1A5	9	1.8286e-03	1.1080e-02	0.268057	8
WISP3	8	1.8308e-03	1.1094e-02	0.268057	5
SNAI3	7	1.8319e-03	1.1105e-02	0.268057	6
TIMM8A	6	1.8340e-03	1.1116e-02	0.268057	6
MTMR2	6	1.8340e-03	1.1116e-02	0.268057	6
CDK7	9	1.8375e-03	1.1132e-02	0.268057	5
MYO1B	8	1.8376e-03	1.1132e-02	0.268057	8
VHL	5	1.8384e-03	1.1137e-02	0.268057	5
SBF2	3	1.8467e-03	1.1181e-02	0.268779	3
CLN5	6	1.8574e-03	1.1241e-02	0.269883	6
HSCB	5	1.8601e-03	1.1255e-02	0.269883	5
SPON2	8	1.8675e-03	1.1284e-02	0.270109	8
SLC1A1	10	1.8705e-03	1.1300e-02	0.270109	3
SLC3A2	9	1.8714e-03	1.1307e-02	0.270109	6
NAPA	10	1.8827e-03	1.1371e-02	0.271123	8
TOX2	8	1.8856e-03	1.1387e-02	0.271123	8
MCM9	11	1.8863e-03	1.1392e-02	0.271123	6
PHACTR1	8	1.9068e-03	1.1506e-02	0.273040	6
TRMT12	9	1.9080e-03	1.1516e-02	0.273040	6
SMNDC1	9	1.9081e-03	1.1516e-02	0.273040	8
ELANE	8	1.9187e-03	1.1590e-02	0.273747	8
APOA1BP	6	1.9216e-03	1.1606e-02	0.273747	6
MTMR9	7	1.9219e-03	1.1608e-02	0.273747	5
NID2	7	1.9240e-03	1.1622e-02	0.273747	6
TMC2	9	1.9254e-03	1.1632e-02	0.273747	5
SOX21	8	1.9261e-03	1.1634e-02	0.273747	8
CEBPA	7	1.9282e-03	1.1646e-02	0.273747	6
MAD2L1	3	1.9331e-03	1.1671e-02	0.273986	3
RPS25	9	1.9356e-03	1.1685e-02	0.273986	8
CYP2E1	7	1.9382e-03	1.1703e-02	0.274087	7
FETUB	11	1.9440e-03	1.1733e-02	0.274455	8
RNF222	8	1.9526e-03	1.1779e-02	0.274725	8
NISCH	9	1.9552e-03	1.1792e-02	0.274725	8
UAP1	9	1.9555e-03	1.1794e-02	0.274725	5
TOMM5	8	1.9577e-03	1.1806e-02	0.274725	8
RPS19BP1	8	1.9600e-03	1.1817e-02	0.274725	8
FADS1	6	1.9792e-03	1.1918e-02	0.276238	6
NDUFB9	9	1.9819e-03	1.1929e-02	0.276238	8
REXO1	7	1.9820e-03	1.1930e-02	0.276238	6
SPANXB1	9	1.9849e-03	1.1940e-02	0.276238	6
WDR12	7	1.9880e-03	1.1962e-02	0.276407	7
RPS8	7	1.9971e-03	1.2010e-02	0.277198	7
CRNKL1	9	2.0093e-03	1.2070e-02	0.277914	8
FTSJ2	7	2.0093e-03	1.2071e-02	0.277914	5
negative86	10	2.0153e-03	1.2112e-02	0.278522	4
ARVCF	6	2.0303e-03	1.2196e-02	0.280117	5
FKBP4	7	2.0367e-03	1.2234e-02	0.280655	7
MTBP	7	2.0431e-03	1.2266e-02	0.280902	7
KRTAP5-5	6	2.0452e-03	1.2274e-02	0.280902	6
TOMM22	9	2.0487e-03	1.2295e-02	0.281040	7
RPP40	7	2.0617e-03	1.2363e-02	0.282261	7
PLEKHS1	10	2.0641e-03	1.2378e-02	0.282261	9
UPK1A	8	2.0690e-03	1.2399e-02	0.282409	3
MAP2K2	6	2.0855e-03	1.2490e-02	0.284137	5
SLC35D2	11	2.0923e-03	1.2522e-02	0.284450	7
WBP11	7	2.0937e-03	1.2533e-02	0.284450	6
MRPS2	8	2.1034e-03	1.2590e-02	0.284720	8
REV1	12	2.1038e-03	1.2592e-02	0.284720	11
TMEM170A	7	2.1040e-03	1.2592e-02	0.284720	7
MCOLN3	8	2.1095e-03	1.2614e-02	0.284720	5
NRBF2	8	2.1164e-03	1.2659e-02	0.284720	7
ICMT	7	2.1167e-03	1.2660e-02	0.284720	6
E2F1	9	2.1178e-03	1.2667e-02	0.284720	8
RPS12	10	2.1229e-03	1.2689e-02	0.284720	6
GLRX5	8	2.1233e-03	1.2690e-02	0.284720	8
PSMB7	10	2.1291e-03	1.2722e-02	0.284720	9
FAM217A	11	2.1297e-03	1.2723e-02	0.284720	8
C4orf48	10	2.1299e-03	1.2724e-02	0.284720	8
ANKRD33B	6	2.1361e-03	1.2757e-02	0.285117	6
CHRNB4	8	2.1428e-03	1.2793e-02	0.285594	7
DECR2	7	2.1456e-03	1.2813e-02	0.285700	7
SSR4	11	2.1484e-03	1.2829e-02	0.285737	4
CNTNAP1	12	2.1519e-03	1.2845e-02	0.285750	7
LOC100129216	10	2.1634e-03	1.2898e-02	0.286593	9
RPL27	11	2.1699e-03	1.2930e-02	0.286973	9
DCPS	9	2.1744e-03	1.2958e-02	0.287249	8
EDEM3	6	2.1777e-03	1.2975e-02	0.287307	6
CD2BP2	9	2.1817e-03	1.2998e-02	0.287479	7
NOP14	10	2.1882e-03	1.3046e-02	0.288016	9
CRYAB	8	2.1898e-03	1.3053e-02	0.288016	8
KIR2DL4	6	2.2040e-03	1.3133e-02	0.288705	6
TIMM22	10	2.2041e-03	1.3134e-02	0.288705	8
UFL1	12	2.2063e-03	1.3144e-02	0.288705	10
CD8B	6	2.2070e-03	1.3148e-02	0.288705	6
SLC5A2	10	2.2083e-03	1.3159e-02	0.288705	6
MT1E	7	2.2319e-03	1.3293e-02	0.290786	7
TYMS	7	2.2333e-03	1.3300e-02	0.290786	7
CYP2S1	7	2.2333e-03	1.3300e-02	0.290786	7
ITIH4	12	2.2377e-03	1.3322e-02	0.290801	6
SNRNP200	11	2.2394e-03	1.3331e-02	0.290801	8
RPL7A	10	2.2494e-03	1.3391e-02	0.291600	8
PGLYRP1	7	2.2539e-03	1.3412e-02	0.291600	7
PIK3CA	9	2.2540e-03	1.3414e-02	0.291600	6
ABHD4	6	2.2581e-03	1.3436e-02	0.291764	4
FITM2	8	2.2670e-03	1.3485e-02	0.292479	5
SLC25A10	9	2.2710e-03	1.3508e-02	0.292652	8
CDH7	7	2.2818e-03	1.3565e-02	0.293555	6
SLC22A5	7	2.2929e-03	1.3624e-02	0.293750	6
STMN2	10	2.2929e-03	1.3625e-02	0.293750	9
RPL26	9	2.2951e-03	1.3634e-02	0.293750	6
ANTXRL	8	2.2955e-03	1.3636e-02	0.293750	8
MYH2	7	2.3012e-03	1.3673e-02	0.294234	7
CUL2	8	2.3048e-03	1.3693e-02	0.294326	8
VDAC1	10	2.3101e-03	1.3717e-02	0.294496	6
C15orf57	7	2.3179e-03	1.3757e-02	0.295044	7
CAMK1D	6	2.3335e-03	1.3839e-02	0.296457	6
VAMP5	10	2.3385e-03	1.3871e-02	0.296803	5
COX5B	8	2.3438e-03	1.3902e-02	0.296803	8
ATXN10	8	2.3483e-03	1.3923e-02	0.296803	7
AGO1	11	2.3494e-03	1.3930e-02	0.296803	10
SPATA7	6	2.3503e-03	1.3935e-02	0.296803	4
JUP	8	2.3535e-03	1.3948e-02	0.296803	8
FANCL	8	2.3620e-03	1.3994e-02	0.297322	8
ATP6AP1	7	2.3636e-03	1.4004e-02	0.297322	7
ENDOV	9	2.3698e-03	1.4039e-02	0.297739	6
GLI1	8	2.3823e-03	1.4103e-02	0.298766	7
ANAPC13	6	2.3903e-03	1.4149e-02	0.299406	6
SPC25	8	2.4004e-03	1.4199e-02	0.300127	6
negative284	10	2.4029e-03	1.4217e-02	0.300179	9
