group_id	items_in_group	lo_value	p	FDR	goodsgrna
IQGAP3	11	1.4744e-03	8.4058e-03	0.354173	3
PRIMPOL	12	1.4911e-03	8.4794e-03	0.356490	5
STPG1	11	1.5073e-03	8.5660e-03	0.359341	9
HMMR	10	1.5195e-03	8.6304e-03	0.360493	7
ACKR4	11	1.5248e-03	8.6610e-03	0.360493	8
RNF6	11	1.5263e-03	8.6687e-03	0.360493	9
GNE	10	1.5287e-03	8.6802e-03	0.360493	5
TSHZ1	8	1.5301e-03	8.6879e-03	0.360493	5
MAGEA8	12	1.5463e-03	8.7699e-03	0.362597	9
OR9G4	11	1.5470e-03	8.7766e-03	0.362597	9
KLHL7	7	1.5503e-03	8.7958e-03	0.362605	6
C17orf77	10	1.5606e-03	8.8498e-03	0.364043	8
OR1E1	9	1.5660e-03	8.8762e-03	0.364346	5
negative275	12	1.5822e-03	8.9603e-03	0.365988	7
PLEKHM1	8	1.5839e-03	8.9665e-03	0.365988	5
RNF167	5	1.5855e-03	8.9738e-03	0.365988	5
KIAA0753	6	1.5904e-03	8.9940e-03	0.366031	4
DPPA4	11	1.5985e-03	9.0199e-03	0.366305	9
PCDHB3	10	1.6184e-03	9.1232e-03	0.369682	6
AANAT	11	1.6217e-03	9.1418e-03	0.369682	8
GCG	10	1.6262e-03	9.1667e-03	0.369857	8
TXLNG	9	1.6400e-03	9.2368e-03	0.369857	5
ZNF70	11	1.6453e-03	9.2642e-03	0.369857	8
LOC653602	10	1.6495e-03	9.2777e-03	0.369857	8
BRS3	8	1.6527e-03	9.2923e-03	0.369857	6
ZNF445	11	1.6615e-03	9.3306e-03	0.369857	8
CATSPER2	7	1.6706e-03	9.3716e-03	0.369857	5
ZNF667	7	1.6714e-03	9.3753e-03	0.369857	2
ST3GAL4	10	1.6738e-03	9.3877e-03	0.369857	6
CAGE1	6	1.6789e-03	9.4095e-03	0.369857	5
CAPN5	11	1.6858e-03	9.4484e-03	0.369857	5
negative330	12	1.6884e-03	9.4645e-03	0.369857	8
GLYATL3	10	1.6885e-03	9.4650e-03	0.369857	6
SLMO1	8	1.6887e-03	9.4660e-03	0.369857	3
negative274	11	1.6910e-03	9.4832e-03	0.369857	8
GLRX2	10	1.6939e-03	9.5044e-03	0.369857	7
MSR1	11	1.6981e-03	9.5215e-03	0.369857	7
TRAPPC6B	9	1.7136e-03	9.6004e-03	0.369857	5
GNAI1	8	1.7153e-03	9.6056e-03	0.369857	7
SLC2A8	11	1.7167e-03	9.6108e-03	0.369857	9
C10orf128	12	1.7183e-03	9.6191e-03	0.369857	7
EOMES	9	1.7185e-03	9.6201e-03	0.369857	5
XPNPEP2	11	1.7202e-03	9.6294e-03	0.369857	8
RIPK3	6	1.7205e-03	9.6315e-03	0.369857	4
ZNF155	9	1.7267e-03	9.6678e-03	0.369857	7
NAALADL1	8	1.7285e-03	9.6766e-03	0.369857	7
EXD3	7	1.7330e-03	9.7005e-03	0.369857	4
CPLX1	10	1.7361e-03	9.7176e-03	0.369857	8
FAT1	10	1.7379e-03	9.7275e-03	0.369857	4
ULK3	9	1.7380e-03	9.7275e-03	0.369857	7
SPATS1	9	1.7464e-03	9.7710e-03	0.370287	6
ZADH2	11	1.7478e-03	9.7793e-03	0.370287	9
PRR23C	9	1.7511e-03	9.7970e-03	0.370287	6
ZNF701	11	1.7632e-03	9.8494e-03	0.371532	8
OR10G4	12	1.7776e-03	9.9116e-03	0.373142	7
PTPN20	7	1.7885e-03	9.9687e-03	0.374100	4
MYOT	10	1.7936e-03	9.9957e-03	0.374100	8
negative30	11	1.8005e-03	1.0028e-02	0.374100	7
C17orf51	8	1.8122e-03	1.0087e-02	0.374100	7
OR6X1	8	1.8214e-03	1.0139e-02	0.374100	7
PCDH10	9	1.8215e-03	1.0139e-02	0.374100	7
C14orf2	8	1.8221e-03	1.0142e-02	0.374100	6
TPH1	9	1.8233e-03	1.0146e-02	0.374100	6
CPSF4L	8	1.8353e-03	1.0208e-02	0.374100	5
CCDC60	6	1.8406e-03	1.0230e-02	0.374100	6
BCO1	7	1.8528e-03	1.0294e-02	0.374100	6
TIAM1	10	1.8530e-03	1.0296e-02	0.374100	7
ZNF594	11	1.8672e-03	1.0363e-02	0.374100	8
SLC39A8	6	1.8719e-03	1.0381e-02	0.374100	4
CEP104	11	1.8721e-03	1.0382e-02	0.374100	9
SUN1	12	1.8746e-03	1.0397e-02	0.374100	8
GRHL2	9	1.8811e-03	1.0427e-02	0.374100	7
CTNS	8	1.8816e-03	1.0429e-02	0.374100	5
F2RL2	12	1.8818e-03	1.0430e-02	0.374100	9
YIPF1	8	1.8868e-03	1.0456e-02	0.374100	7
SPP1	11	1.8880e-03	1.0465e-02	0.374100	8
ZNF512	7	1.8883e-03	1.0466e-02	0.374100	2
FAM159A	5	1.8925e-03	1.0486e-02	0.374100	5
OR51B4	11	1.8933e-03	1.0488e-02	0.374100	6
GPR55	11	1.8939e-03	1.0492e-02	0.374100	9
FPGT-TNNI3K	10	1.8997e-03	1.0518e-02	0.374100	6
STRIP2	11	1.8998e-03	1.0518e-02	0.374100	8
MPP7	11	1.9013e-03	1.0524e-02	0.374100	7
ZNF571	10	1.9038e-03	1.0537e-02	0.374100	6
negative72	10	1.9095e-03	1.0566e-02	0.374100	7
GPHN	11	1.9108e-03	1.0570e-02	0.374100	8
LOC102724279	12	1.9124e-03	1.0577e-02	0.374100	7
CXorf51B	9	1.9254e-03	1.0658e-02	0.374100	4
HSFX2	9	1.9289e-03	1.0674e-02	0.374100	7
CLEC2D	9	1.9327e-03	1.0692e-02	0.374100	6
CRADD	10	1.9385e-03	1.0718e-02	0.374100	4
SPATA21	11	1.9450e-03	1.0747e-02	0.374100	9
OR52A1	10	1.9490e-03	1.0766e-02	0.374100	8
ZNF12	9	1.9492e-03	1.0766e-02	0.374100	7
FAM179B	8	1.9502e-03	1.0770e-02	0.374100	4
LZTFL1	10	1.9620e-03	1.0818e-02	0.374100	5
TMC3	11	1.9670e-03	1.0846e-02	0.374100	9
negative69	12	1.9681e-03	1.0851e-02	0.374100	8
DNAH3	6	1.9718e-03	1.0872e-02	0.374100	6
SEC14L1	11	1.9743e-03	1.0889e-02	0.374100	7
TMCO2	11	1.9751e-03	1.0892e-02	0.374100	6
ZNF19	10	1.9771e-03	1.0901e-02	0.374100	6
GPR78	11	1.9779e-03	1.0904e-02	0.374100	7
HTN1	11	1.9793e-03	1.0909e-02	0.374100	8
SECISBP2	11	1.9822e-03	1.0922e-02	0.374100	8
negative121	11	1.9855e-03	1.0937e-02	0.374100	9
KIAA0391	8	1.9939e-03	1.0975e-02	0.374723	4
RAPGEF5	10	2.0046e-03	1.1029e-02	0.375505	6
negative136	9	2.0062e-03	1.1037e-02	0.375505	7
BPIFB4	12	2.0129e-03	1.1076e-02	0.375632	8
GPR152	11	2.0181e-03	1.1096e-02	0.375632	8
CD93	7	2.0184e-03	1.1100e-02	0.375632	1
LGALS14	11	2.0400e-03	1.1203e-02	0.378454	8
ZNF486	11	2.0498e-03	1.1246e-02	0.379255	9
CRISPLD2	10	2.0751e-03	1.1356e-02	0.382271	7
SLC8A3	8	2.0829e-03	1.1395e-02	0.382905	6
UGT2B4	10	2.0878e-03	1.1419e-02	0.383050	8
SMARCAD1	12	2.1022e-03	1.1484e-02	0.383928	7
BMP5	10	2.1031e-03	1.1485e-02	0.383928	6
SEMA4B	8	2.1082e-03	1.1509e-02	0.384036	6
negative98	10	2.1125e-03	1.1538e-02	0.384333	8
LEF1	9	2.1171e-03	1.1561e-02	0.384440	7
FGL2	12	2.1315e-03	1.1621e-02	0.385768	8
negative157	10	2.1370e-03	1.1659e-02	0.385838	7
TTC8	10	2.1379e-03	1.1664e-02	0.385838	8
GLOD4	8	2.1480e-03	1.1715e-02	0.386849	7
LATS2	8	2.1560e-03	1.1756e-02	0.387018	4
ARHGEF6	6	2.1570e-03	1.1760e-02	0.387018	5
OR2B2	12	2.1675e-03	1.1806e-02	0.387851	4
NAALAD2	11	2.1882e-03	1.1898e-02	0.388992	9
ZDHHC18	9	2.2121e-03	1.2002e-02	0.388992	5
SPATA31C2	11	2.2153e-03	1.2022e-02	0.388992	8
FBXO18	11	2.2153e-03	1.2022e-02	0.388992	7
C8orf74	11	2.2186e-03	1.2034e-02	0.388992	8
RPAP3	12	2.2190e-03	1.2035e-02	0.388992	9
SASH3	4	2.2200e-03	1.2039e-02	0.388992	4
negative75	10	2.2227e-03	1.2056e-02	0.388992	6
CD24	7	2.2233e-03	1.2060e-02	0.388992	5
PLD1	8	2.2269e-03	1.2079e-02	0.388992	7
ZNF519	7	2.2306e-03	1.2095e-02	0.388992	6
VAV2	10	2.2338e-03	1.2107e-02	0.388992	7
CDKN2A	10	2.2344e-03	1.2111e-02	0.388992	7
RNF216	11	2.2371e-03	1.2126e-02	0.388992	7
CASP6	6	2.2508e-03	1.2193e-02	0.390419	3
SLC15A1	9	2.2600e-03	1.2231e-02	0.390419	4
GIMD1	12	2.2600e-03	1.2232e-02	0.390419	9
ZDHHC14	10	2.2831e-03	1.2329e-02	0.392417	8
CAMKK2	11	2.2847e-03	1.2336e-02	0.392417	8
GABRG3	11	2.2915e-03	1.2374e-02	0.392967	7
GPM6A	11	2.2998e-03	1.2416e-02	0.393647	6
IFIT1B	12	2.3091e-03	1.2455e-02	0.394242	5
ZNF528	12	2.3216e-03	1.2516e-02	0.395523	7
MGAM	11	2.3353e-03	1.2576e-02	0.396751	6
IFI27L2	10	2.3478e-03	1.2633e-02	0.397891	5
TCEAL2	11	2.3523e-03	1.2654e-02	0.397891	8
PTX3	8	2.3655e-03	1.2722e-02	0.398218	6
HELLS	10	2.3668e-03	1.2727e-02	0.398218	8
NYAP2	11	2.3672e-03	1.2728e-02	0.398218	4
OR51T1	12	2.3782e-03	1.2785e-02	0.398218	9
LOC389199	8	2.3825e-03	1.2811e-02	0.398218	5
KCNK6	10	2.3851e-03	1.2826e-02	0.398218	5
SLC9A4	10	2.3879e-03	1.2841e-02	0.398218	7
OR4N5	11	2.3885e-03	1.2845e-02	0.398218	7
UPK3BL	8	2.3896e-03	1.2852e-02	0.398218	7
STMN4	11	2.3954e-03	1.2874e-02	0.398246	8
DTX3	11	2.4053e-03	1.2922e-02	0.398511	7
SAP25	7	2.4087e-03	1.2937e-02	0.398511	5
ANXA11	10	2.4186e-03	1.2989e-02	0.398511	5
ZNF507	11	2.4209e-03	1.3000e-02	0.398511	6
SYCP2L	11	2.4221e-03	1.3007e-02	0.398511	7
KIAA0895	9	2.4223e-03	1.3007e-02	0.398511	7
B3GALT5	9	2.4324e-03	1.3059e-02	0.398964	7
GTDC1	12	2.4424e-03	1.3096e-02	0.398964	8
MYL9	11	2.4478e-03	1.3117e-02	0.398964	7
SLC25A39	10	2.4488e-03	1.3121e-02	0.398964	5
TBC1D3B	2	2.4500e-03	1.3127e-02	0.398964	1
CD58	7	2.4658e-03	1.3203e-02	0.400660	4
SSFA2	5	2.4800e-03	1.3268e-02	0.400811	4
MAGEA2B	10	2.4861e-03	1.3292e-02	0.400811	8
FBXL21	11	2.4890e-03	1.3304e-02	0.400811	6
TEC	10	2.4908e-03	1.3313e-02	0.400811	8
negative107	10	2.4908e-03	1.3313e-02	0.400811	7
KCNA1	10	2.5164e-03	1.3430e-02	0.403672	8
IL3	7	2.5388e-03	1.3546e-02	0.405902	3
SMAP1	7	2.5397e-03	1.3552e-02	0.405902	5
PARP2	7	2.5430e-03	1.3568e-02	0.405902	6
NTNG1	4	2.5684e-03	1.3687e-02	0.408846	4
IFT74	9	2.5731e-03	1.3709e-02	0.408857	6
AHSG	9	2.5825e-03	1.3752e-02	0.409485	7
TSPAN31	8	2.5895e-03	1.3787e-02	0.409881	4
ALPPL2	11	2.6038e-03	1.3844e-02	0.410937	8
NGF	9	2.6176e-03	1.3922e-02	0.412636	6
PRICKLE2	11	2.6321e-03	1.3989e-02	0.413488	8
KCNH6	10	2.6386e-03	1.4020e-02	0.413488	7
MMP13	12	2.6411e-03	1.4032e-02	0.413488	6
PYGO1	8	2.6485e-03	1.4069e-02	0.413488	4
ITGBL1	9	2.6501e-03	1.4078e-02	0.413488	4
HAO2	12	2.6507e-03	1.4081e-02	0.413488	6
SLC7A1	12	2.6606e-03	1.4127e-02	0.414191	9
MTA3	10	2.6809e-03	1.4227e-02	0.416440	6
ADAMDEC1	9	2.6879e-03	1.4258e-02	0.416440	6
TNFRSF9	10	2.6919e-03	1.4269e-02	0.416440	8
AOAH	11	2.6999e-03	1.4308e-02	0.416937	8
ZFP62	10	2.7083e-03	1.4341e-02	0.417253	8
ATP1A3	12	2.7137e-03	1.4368e-02	0.417339	9
PARP11	9	2.7187e-03	1.4387e-02	0.417339	5
LY75	8	2.7379e-03	1.4483e-02	0.419164	6
UBE2J1	10	2.7403e-03	1.4494e-02	0.419164	6
SIPA1L3	7	2.7555e-03	1.4560e-02	0.420433	4
SSC4D	11	2.7662e-03	1.4606e-02	0.421129	8
LCE1C	9	2.7808e-03	1.4657e-02	0.421343	7
RNF112	8	2.7862e-03	1.4675e-02	0.421343	4
ANKRD63	11	2.7878e-03	1.4680e-02	0.421343	6
OR5D13	10	2.7984e-03	1.4728e-02	0.421496	7
ENO2	12	2.8025e-03	1.4749e-02	0.421496	5
negative312	9	2.8029e-03	1.4751e-02	0.421496	6
ATL3	9	2.8173e-03	1.4813e-02	0.422627	6
NFAM1	5	2.8324e-03	1.4889e-02	0.423348	5
TDRD9	12	2.8331e-03	1.4892e-02	0.423348	9
ARHGAP32	8	2.8354e-03	1.4905e-02	0.423348	5
HCAR2	10	2.8433e-03	1.4940e-02	0.423720	6
GTF2H2C	12	2.8522e-03	1.4984e-02	0.424325	8
TAS2R16	10	2.8651e-03	1.5042e-02	0.425339	8
CCDC120	11	2.8760e-03	1.5090e-02	0.425793	7
GRAP2	7	2.8855e-03	1.5125e-02	0.425793	3
OR11H2	11	2.8862e-03	1.5128e-02	0.425793	7
ALDH9A1	10	2.9007e-03	1.5181e-02	0.425793	8
OR1C1	12	2.9010e-03	1.5182e-02	0.425793	8
WSB1	11	2.9043e-03	1.5192e-02	0.425793	5
ATAT1	6	2.9143e-03	1.5242e-02	0.426577	3
PAGE5	10	2.9251e-03	1.5293e-02	0.427009	7
OR6C74	11	2.9273e-03	1.5302e-02	0.427009	7
KANK4	11	2.9397e-03	1.5360e-02	0.427990	7
ZNF549	11	2.9536e-03	1.5423e-02	0.429127	7
RAD1	12	2.9620e-03	1.5471e-02	0.429290	6
HSDL1	10	2.9665e-03	1.5494e-02	0.429290	4
CETN2	8	2.9676e-03	1.5499e-02	0.429290	7
SNCAIP	10	2.9758e-03	1.5535e-02	0.429290	7
PAGE2B	9	2.9796e-03	1.5552e-02	0.429290	5
MUC16	10	2.9841e-03	1.5578e-02	0.429290	8
IFI16	10	2.9882e-03	1.5596e-02	0.429290	5
ZMIZ2	10	2.9971e-03	1.5629e-02	0.429290	8
RXFP1	12	2.9975e-03	1.5631e-02	0.429290	9
POLR2J2	12	3.0050e-03	1.5670e-02	0.429440	8
EFNA5	7	3.0125e-03	1.5711e-02	0.429440	5
TAS1R1	8	3.0251e-03	1.5772e-02	0.429440	6
ALDH2	11	3.0273e-03	1.5782e-02	0.429440	6
GTSE1	10	3.0275e-03	1.5783e-02	0.429440	3
SLC38A1	7	3.0284e-03	1.5787e-02	0.429440	3
PTPN12	11	3.0323e-03	1.5802e-02	0.429440	8
TSHZ2	10	3.0352e-03	1.5817e-02	0.429440	6
IRAK4	8	3.0416e-03	1.5845e-02	0.429603	4
COX4I2	8	3.0495e-03	1.5881e-02	0.429949	3
DPYSL3	12	3.0545e-03	1.5908e-02	0.430083	9
SIMC1	11	3.0693e-03	1.5969e-02	0.431055	8
SPRR2E	10	3.0813e-03	1.6033e-02	0.431055	4
DAAM1	10	3.0839e-03	1.6045e-02	0.431055	7
POU4F1	12	3.0854e-03	1.6052e-02	0.431055	7
TMEM108	12	3.0864e-03	1.6057e-02	0.431055	5
ACSM4	11	3.1019e-03	1.6130e-02	0.432397	6
PMP22	9	3.1081e-03	1.6154e-02	0.432443	7
GPM6B	10	3.1142e-03	1.6178e-02	0.432475	7
NIT2	9	3.1194e-03	1.6205e-02	0.432590	6
negative166	12	3.1348e-03	1.6279e-02	0.433234	9
OR7C1	11	3.1375e-03	1.6289e-02	0.433234	5
negative33	11	3.1452e-03	1.6319e-02	0.433234	6
CORO2B	5	3.1471e-03	1.6326e-02	0.433234	4
OR2A14	11	3.1517e-03	1.6351e-02	0.433234	8
ELAVL1	7	3.1551e-03	1.6365e-02	0.433234	5
OR4K14	11	3.1826e-03	1.6489e-02	0.435897	8
CCL22	11	3.2156e-03	1.6645e-02	0.439416	8
OR5W2	11	3.2282e-03	1.6707e-02	0.440355	8
ZNF398	12	3.2363e-03	1.6745e-02	0.440355	8
HLA-DRB5	11	3.2373e-03	1.6750e-02	0.440355	8
LAYN	10	3.2536e-03	1.6823e-02	0.441684	5
negative110	10	3.2774e-03	1.6925e-02	0.443756	8
INSL4	10	3.2852e-03	1.6965e-02	0.444180	7
PRSS56	10	3.3015e-03	1.7033e-02	0.445133	8
KCNH5	11	3.3061e-03	1.7052e-02	0.445133	7
ZDHHC15	10	3.3155e-03	1.7095e-02	0.445133	4
CTSH	8	3.3189e-03	1.7112e-02	0.445133	7
ANKRD45	10	3.3208e-03	1.7118e-02	0.445133	7
SDC4	3	3.3386e-03	1.7207e-02	0.446844	2
CLIC5	8	3.3563e-03	1.7282e-02	0.448188	7
LOC388849	11	3.3706e-03	1.7347e-02	0.449259	8
TRIM38	10	3.3773e-03	1.7382e-02	0.449563	4
BTN2A1	8	3.4054e-03	1.7507e-02	0.452014	6
C6orf62	11	3.4100e-03	1.7524e-02	0.452014	7
NME8	10	3.4353e-03	1.7646e-02	0.454530	5
NAA35	10	3.4427e-03	1.7685e-02	0.454918	4
UNC93A	9	3.4566e-03	1.7747e-02	0.455892	5
DUSP27	6	3.4651e-03	1.7787e-02	0.456317	4
AWAT1	11	3.4718e-03	1.7821e-02	0.456582	7
SETMAR	10	3.4909e-03	1.7898e-02	0.457934	8
negative63	11	3.5004e-03	1.7945e-02	0.458514	6
GIPC2	12	3.5153e-03	1.8009e-02	0.459542	8
URAD	12	3.5245e-03	1.8055e-02	0.460105	9
LRFN1	7	3.5354e-03	1.8098e-02	0.460574	2
ZCCHC5	9	3.5473e-03	1.8151e-02	0.460824	7
ZEB1	6	3.5480e-03	1.8156e-02	0.460824	4
MSC	5	3.5670e-03	1.8238e-02	0.461616	5
ZNF432	10	3.5696e-03	1.8250e-02	0.461616	8
C3orf52	12	3.5721e-03	1.8260e-02	0.461616	7
LRRC31	10	3.5900e-03	1.8334e-02	0.462891	6
ATXN7L3B	9	3.5971e-03	1.8361e-02	0.462960	4
DNAH7	12	3.6111e-03	1.8422e-02	0.463373	8
PPARGC1A	7	3.6186e-03	1.8457e-02	0.463373	6
CCDC102B	10	3.6247e-03	1.8491e-02	0.463373	8
KIAA0196	10	3.6335e-03	1.8528e-02	0.463373	7
SLAIN2	7	3.6352e-03	1.8538e-02	0.463373	6
P2RX7	8	3.6355e-03	1.8539e-02	0.463373	4
OR4D5	9	3.6425e-03	1.8569e-02	0.463373	7
SQLE	8	3.6435e-03	1.8572e-02	0.463373	1
FAM92A1	12	3.6577e-03	1.8631e-02	0.464254	4
OR6T1	7	3.6712e-03	1.8692e-02	0.464299	6
negative325	11	3.6740e-03	1.8707e-02	0.464299	5
PISD	9	3.6753e-03	1.8711e-02	0.464299	7
PPIL1	12	3.6804e-03	1.8731e-02	0.464299	5
DUSP1	6	3.6995e-03	1.8816e-02	0.465340	2
DHRS13	10	3.7009e-03	1.8824e-02	0.465340	7
negative126	8	3.7087e-03	1.8861e-02	0.465340	6
CNTNAP4	10	3.7100e-03	1.8870e-02	0.465340	8
ZNF706	11	3.7509e-03	1.9054e-02	0.467139	7
EPB41L3	12	3.7546e-03	1.9071e-02	0.467139	6
GSAP	9	3.7588e-03	1.9092e-02	0.467139	7
C10orf12	8	3.7597e-03	1.9097e-02	0.467139	6
MTMR7	11	3.7731e-03	1.9158e-02	0.467139	7
RMI1	9	3.7777e-03	1.9176e-02	0.467139	2
BCL7C	9	3.7839e-03	1.9201e-02	0.467139	7
ARL14EP	11	3.7858e-03	1.9210e-02	0.467139	8
MAN2A2	9	3.7865e-03	1.9214e-02	0.467139	3
SEMA6C	12	3.7869e-03	1.9215e-02	0.467139	8
USP14	9	3.7875e-03	1.9217e-02	0.467139	7
RNASE4	10	3.7942e-03	1.9246e-02	0.467139	5
RIOK3	8	3.7975e-03	1.9261e-02	0.467139	6
ZAR1	8	3.8072e-03	1.9298e-02	0.467426	3
GPR149	9	3.8229e-03	1.9372e-02	0.468574	5
MYO7B	10	3.8279e-03	1.9394e-02	0.468574	8
PMEL	11	3.8349e-03	1.9425e-02	0.468720	6
negative317	11	3.8432e-03	1.9465e-02	0.469091	7
PKNOX1	10	3.8722e-03	1.9598e-02	0.471079	8
ZHX3	9	3.8817e-03	1.9640e-02	0.471079	7
GALNT2	10	3.8868e-03	1.9663e-02	0.471079	6
USP40	11	3.8878e-03	1.9667e-02	0.471079	7
KAT6A	8	3.8910e-03	1.9679e-02	0.471079	2
NUAK1	7	3.8966e-03	1.9705e-02	0.471079	4
CHSY3	11	3.9061e-03	1.9753e-02	0.471079	7
EIF5AL1	10	3.9164e-03	1.9801e-02	0.471079	8
negative205	7	3.9172e-03	1.9805e-02	0.471079	6
ATG9A	6	3.9220e-03	1.9829e-02	0.471079	5
PSMC4	6	3.9222e-03	1.9830e-02	0.471079	1
FAM122C	8	3.9251e-03	1.9843e-02	0.471079	6
SLC6A6	6	3.9391e-03	1.9905e-02	0.471957	5
LY9	8	3.9495e-03	1.9950e-02	0.472428	5
OVCH1	11	3.9588e-03	1.9986e-02	0.472714	8
KISS1R	4	3.9786e-03	2.0065e-02	0.473540	2
TCP11L1	9	3.9799e-03	2.0071e-02	0.473540	7
ASB11	7	3.9961e-03	2.0149e-02	0.474801	6
TMPRSS11E	5	4.0100e-03	2.0214e-02	0.475742	2
MTHFSD	10	4.0266e-03	2.0282e-02	0.476703	6
negative49	12	4.0317e-03	2.0305e-02	0.476703	7
FAM71E1	7	4.0538e-03	2.0395e-02	0.477890	4
SSX3	10	4.0561e-03	2.0406e-02	0.477890	7
ZNF566	10	4.0782e-03	2.0505e-02	0.479634	8
FAM47B	10	4.0878e-03	2.0541e-02	0.479895	7
RNF214	10	4.0944e-03	2.0570e-02	0.479986	7
negative125	6	4.1102e-03	2.0647e-02	0.481023	4
SPATS2L	11	4.1212e-03	2.0702e-02	0.481023	8
MAP2K6	8	4.1384e-03	2.0792e-02	0.481023	4
DPY19L2	5	4.1577e-03	2.0867e-02	0.481023	5
ALX4	5	4.1668e-03	2.0905e-02	0.481023	2
negative116	9	4.1668e-03	2.0905e-02	0.481023	7
CYGB	7	4.1721e-03	2.0925e-02	0.481023	5
LIPC	10	4.1750e-03	2.0939e-02	0.481023	8
HOXB7	7	4.1756e-03	2.0941e-02	0.481023	6
negative213	8	4.1793e-03	2.0953e-02	0.481023	4
PCDHB1	10	4.1814e-03	2.0963e-02	0.481023	4
PIGL	7	4.1888e-03	2.0991e-02	0.481023	5
TRPM1	12	4.1904e-03	2.1003e-02	0.481023	9
EPGN	8	4.1941e-03	2.1017e-02	0.481023	4
UGT1A10	8	4.1944e-03	2.1018e-02	0.481023	6
CENPP	9	4.1947e-03	2.1018e-02	0.481023	7
FAM83A	6	4.2191e-03	2.1125e-02	0.482727	1
SFN	6	4.2232e-03	2.1143e-02	0.482727	5
TGM4	6	4.2474e-03	2.1242e-02	0.484409	3
MIOS	10	4.2696e-03	2.1335e-02	0.485508	7
SLC25A17	11	4.2709e-03	2.1341e-02	0.485508	7
PSG3	11	4.3084e-03	2.1508e-02	0.488180	5
SYT14	7	4.3091e-03	2.1510e-02	0.488180	6
ADIRF	10	4.3190e-03	2.1555e-02	0.488623	8
RBBP8NL	8	4.3651e-03	2.1746e-02	0.490514	6
LRRC8B	11	4.3756e-03	2.1792e-02	0.490514	5
ETFDH	11	4.3764e-03	2.1796e-02	0.490514	8
IL36B	11	4.3833e-03	2.1822e-02	0.490514	7
NR1H2	10	4.3837e-03	2.1824e-02	0.490514	8
ADGRA1	12	4.3976e-03	2.1894e-02	0.490514	9
DCAF10	8	4.3983e-03	2.1898e-02	0.490514	5
CCDC15	9	4.4006e-03	2.1906e-02	0.490514	7
GOLM1	6	4.4046e-03	2.1925e-02	0.490514	1
CCDC63	5	4.4113e-03	2.1948e-02	0.490514	5
FOLH1	12	4.4224e-03	2.2004e-02	0.490514	5
OR6Y1	10	4.4234e-03	2.2010e-02	0.490514	8
MSH5	9	4.4251e-03	2.2019e-02	0.490514	2
SRMS	5	4.4253e-03	2.2020e-02	0.490514	2
FAN1	11	4.4293e-03	2.2042e-02	0.490514	8
FOXN2	9	4.4319e-03	2.2053e-02	0.490514	6
RAB27B	10	4.4375e-03	2.2075e-02	0.490514	7
DEPTOR	12	4.4629e-03	2.2184e-02	0.491556	8
STPG2	11	4.4671e-03	2.2199e-02	0.491556	8
OR5B3	10	4.4681e-03	2.2203e-02	0.491556	5
PDHA1	4	4.4753e-03	2.2225e-02	0.491556	3
ZNF782	10	4.4899e-03	2.2288e-02	0.491816	8
IL20RB	10	4.4905e-03	2.2289e-02	0.491816	4
negative169	10	4.5096e-03	2.2380e-02	0.493228	6
B3GALT1	9	4.5147e-03	2.2404e-02	0.493228	5
COLEC10	11	4.5229e-03	2.2442e-02	0.493481	8
CT55	7	4.5363e-03	2.2502e-02	0.494246	4
C10orf126	9	4.5600e-03	2.2605e-02	0.495260	7
UHRF1BP1L	9	4.5639e-03	2.2622e-02	0.495260	6
PMS2	10	4.5652e-03	2.2626e-02	0.495260	4
negative12	8	4.5855e-03	2.2711e-02	0.496552	6
LYSMD2	10	4.5928e-03	2.2747e-02	0.496766	8
MIPOL1	9	4.6084e-03	2.2829e-02	0.497975	6
DYX1C1	7	4.6372e-03	2.2955e-02	0.500034	5
CXorf36	10	4.6409e-03	2.2975e-02	0.500034	5
COMMD10	9	4.6639e-03	2.3074e-02	0.501081	5
TBC1D8	6	4.6643e-03	2.3076e-02	0.501081	2
BPIFB6	9	4.6962e-03	2.3231e-02	0.503424	6
OR4F4	10	4.7030e-03	2.3257e-02	0.503424	6
PSAT1	9	4.7048e-03	2.3267e-02	0.503424	7
NCAPH	10	4.7217e-03	2.3343e-02	0.503424	3
ADAMTS10	11	4.7346e-03	2.3413e-02	0.503424	6
FAM196B	10	4.7480e-03	2.3468e-02	0.503424	8
OR2V1	9	4.7532e-03	2.3490e-02	0.503424	7
PLSCR2	8	4.7548e-03	2.3496e-02	0.503424	6
ITGA4	8	4.7625e-03	2.3525e-02	0.503424	6
negative52	10	4.7628e-03	2.3526e-02	0.503424	7
PRSS16	11	4.7632e-03	2.3528e-02	0.503424	7
ARHGEF9	9	4.7636e-03	2.3529e-02	0.503424	6
HRH2	7	4.7945e-03	2.3664e-02	0.503424	5
LSAMP	10	4.7977e-03	2.3679e-02	0.503424	6
RGPD4	10	4.7996e-03	2.3690e-02	0.503424	5
RDH12	10	4.7998e-03	2.3692e-02	0.503424	5
SPTSSB	10	4.8086e-03	2.3726e-02	0.503424	7
RNF145	9	4.8091e-03	2.3727e-02	0.503424	6
UBQLN2	5	4.8223e-03	2.3786e-02	0.503424	5
SLITRK2	8	4.8308e-03	2.3821e-02	0.503424	4
TAS2R13	10	4.8310e-03	2.3822e-02	0.503424	7
ERAS	11	4.8363e-03	2.3848e-02	0.503424	8
STRADB	7	4.8433e-03	2.3875e-02	0.503424	6
TPM2	12	4.8451e-03	2.3880e-02	0.503424	8
